unique_id,ds,y
TOTAL/BENGALURU/BENGALURU-GUWAHATI,2025-06-01,34917.0
TOTAL/BENGALURU/BENGALURU-GUWAHATI,2025-07-01,31229.0
TOTAL/BENGALURU/BENGALURU-GUWAHATI,2025-08-01,30150.0
TOTAL/BENGALURU/BENGALURU-GUWAHATI,2025-09-01,31841.0
TOTAL/BENGALURU/BENGALURU-GUWAHATI,2025-10-01,37881.0
TOTAL/BENGALURU/BENGALURU-GUWAHATI,2025-11-01,36873.0
TOTAL/BENGALURU/BENGALURU-GUWAHATI,2025-12-01,37505.0
TOTAL/BENGALURU/BENGALURU-GUWAHATI,2026-01-01,37994.0
TOTAL/BENGALURU/BENGALURU-GUWAHATI,2026-02-01,26379.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2015-05-01,1448.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2015-06-01,1388.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2015-07-01,1303.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2015-08-01,1440.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2015-09-01,1353.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2015-10-01,1407.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2015-11-01,2096.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2015-12-01,2479.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2016-01-01,2330.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2016-02-01,2315.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2016-03-01,1588.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2016-04-01,2325.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2016-05-01,2029.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2016-06-01,1403.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2016-07-01,1411.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2016-08-01,486.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2016-09-01,565.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2016-10-01,632.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2016-11-01,716.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2016-12-01,880.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2017-01-01,952.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2017-02-01,870.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2017-03-01,790.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2017-04-01,650.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2017-05-01,1024.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2017-06-01,1119.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2017-07-01,1233.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2017-08-01,1763.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2017-09-01,1793.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2017-10-01,1689.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2017-11-01,1726.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2017-12-01,2213.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2018-01-01,2538.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2018-02-01,2408.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2018-03-01,2473.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2018-04-01,2258.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2018-05-01,4057.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2018-06-01,6041.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2018-07-01,9860.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2018-08-01,9825.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2018-09-01,10050.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2018-10-01,9457.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2018-11-01,9924.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2018-12-01,10292.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2019-01-01,7635.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2019-02-01,7753.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2019-03-01,7499.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2019-04-01,8514.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2019-05-01,8552.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2019-06-01,7594.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2019-07-01,6237.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2019-08-01,6304.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2019-09-01,6409.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2019-10-01,6261.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2019-11-01,4417.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2019-12-01,4551.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2020-01-01,4270.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2020-02-01,4007.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2020-03-01,2175.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2020-04-01,1090.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2020-05-01,5.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2020-06-01,151.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2020-07-01,297.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2020-08-01,865.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2020-09-01,1450.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2020-10-01,2149.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2020-11-01,3950.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2020-12-01,4820.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2021-01-01,4480.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2021-02-01,3989.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2021-03-01,4365.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2021-04-01,3402.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2021-05-01,2553.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2021-06-01,1704.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2021-07-01,3825.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2021-08-01,3923.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2021-09-01,4212.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2021-10-01,4658.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2021-11-01,4685.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2021-12-01,5177.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2022-01-01,2466.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2022-02-01,2447.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2022-03-01,4970.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2022-04-01,4668.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2022-05-01,4606.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2022-06-01,4758.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2022-07-01,5025.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2022-08-01,4845.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2022-09-01,4743.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2022-10-01,4344.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2022-11-01,4354.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2022-12-01,4702.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2023-01-01,4222.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2023-02-01,3632.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2023-03-01,3998.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2023-04-01,3774.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2023-05-01,3932.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2023-06-01,3898.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2023-07-01,3740.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2023-08-01,3960.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2023-09-01,2840.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2023-10-01,3631.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2023-11-01,3777.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2023-12-01,4421.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2024-01-01,3943.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2024-02-01,3791.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2024-03-01,3803.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2024-04-01,3891.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2024-05-01,3879.5
TOTAL/BENGALURU/BENGALURU-HUBLI,2024-06-01,3868.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2024-07-01,3723.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2024-08-01,3866.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2024-09-01,3843.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2024-10-01,3999.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2024-11-01,4032.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2024-12-01,4215.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2025-01-01,3906.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2025-02-01,3165.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2025-03-01,3906.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2025-04-01,4404.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2025-05-01,3697.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2025-06-01,3611.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2025-07-01,4070.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2025-08-01,3940.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2025-09-01,3776.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2025-10-01,3788.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2025-11-01,4334.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2025-12-01,3951.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2026-01-01,4149.0
TOTAL/BENGALURU/BENGALURU-HUBLI,2026-02-01,3988.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2015-04-01,42464.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2015-05-01,44472.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2015-06-01,41908.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2015-07-01,44190.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2015-08-01,43192.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2015-09-01,41374.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2015-10-01,44428.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2015-11-01,47492.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2015-12-01,56157.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2016-01-01,48510.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2016-02-01,48620.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2016-03-01,48430.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2016-04-01,50661.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2016-05-01,54355.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2016-06-01,53215.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2016-07-01,59060.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2016-08-01,63234.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2016-09-01,60359.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2016-10-01,76304.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2016-11-01,77078.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2016-12-01,81027.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2017-01-01,74669.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2017-02-01,64554.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2017-03-01,64847.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2017-04-01,69564.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2017-05-01,72935.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2017-06-01,79310.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2017-07-01,81795.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2017-08-01,83555.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2017-09-01,84144.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2017-10-01,92816.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2017-11-01,93145.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2017-12-01,95530.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2018-01-01,99138.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2018-02-01,94705.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2018-03-01,93681.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2018-04-01,96035.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2018-05-01,94024.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2018-06-01,83272.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2018-07-01,87276.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2018-08-01,96426.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2018-09-01,97477.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2018-10-01,110343.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2018-11-01,103123.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2018-12-01,113446.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2019-01-01,105962.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2019-02-01,88291.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2019-03-01,92457.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2019-04-01,84029.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2019-05-01,83092.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2019-06-01,74734.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2019-07-01,75682.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2019-08-01,85919.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2019-09-01,84384.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2019-10-01,91844.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2019-11-01,95126.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2019-12-01,102274.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2020-01-01,89345.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2020-02-01,83685.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2020-03-01,49214.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2020-04-01,25893.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2020-05-01,2572.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2020-06-01,13936.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2020-07-01,13182.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2020-08-01,14127.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2020-09-01,15846.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2020-10-01,25996.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2020-11-01,29021.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2020-12-01,36443.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2021-01-01,34643.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2021-02-01,35483.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2021-03-01,36760.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2021-04-01,31013.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2021-05-01,22939.5
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2021-06-01,14866.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2021-07-01,26167.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2021-08-01,38247.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2021-09-01,38055.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2021-10-01,50712.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2021-11-01,55892.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2021-12-01,63890.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2022-01-01,30702.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2022-02-01,43190.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2022-03-01,63044.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2022-04-01,62003.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2022-05-01,61141.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2022-06-01,62705.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2022-07-01,58000.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2022-08-01,61089.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2022-09-01,65318.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2022-10-01,70114.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2022-11-01,75235.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2022-12-01,88518.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2023-01-01,86422.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2023-02-01,92089.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2023-03-01,107566.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2023-04-01,116205.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2023-05-01,120030.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2023-06-01,89742.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2023-07-01,89956.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2023-08-01,93740.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2023-09-01,90447.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2023-10-01,92355.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2023-11-01,80809.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2023-12-01,84401.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2024-01-01,88636.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2024-02-01,89404.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2024-03-01,92431.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2024-04-01,100190.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2024-05-01,96226.5
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2024-06-01,92263.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2024-07-01,91988.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2024-08-01,97638.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2024-09-01,93420.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2024-10-01,96543.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2024-11-01,91887.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2024-12-01,103815.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2025-01-01,96188.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2025-02-01,93484.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2025-03-01,104936.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2025-04-01,103811.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2025-05-01,111354.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2025-06-01,106410.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2025-07-01,103027.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2025-08-01,101005.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2025-09-01,93294.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2025-10-01,94514.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2025-11-01,100749.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2025-12-01,91015.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2026-01-01,89055.0
TOTAL/BENGALURU/BENGALURU-HYDERABAD,2026-02-01,88845.0
TOTAL/BENGALURU/BENGALURU-INDORE,2015-04-01,1595.0
TOTAL/BENGALURU/BENGALURU-INDORE,2015-05-01,1552.0
TOTAL/BENGALURU/BENGALURU-INDORE,2015-06-01,1433.0
TOTAL/BENGALURU/BENGALURU-INDORE,2015-07-01,1468.0
TOTAL/BENGALURU/BENGALURU-INDORE,2015-08-01,1541.0
TOTAL/BENGALURU/BENGALURU-INDORE,2015-09-01,1307.0
TOTAL/BENGALURU/BENGALURU-INDORE,2015-10-01,1500.0
TOTAL/BENGALURU/BENGALURU-INDORE,2015-11-01,1448.0
TOTAL/BENGALURU/BENGALURU-INDORE,2015-12-01,1553.0
TOTAL/BENGALURU/BENGALURU-INDORE,2016-01-01,1586.0
TOTAL/BENGALURU/BENGALURU-INDORE,2016-02-01,1313.0
TOTAL/BENGALURU/BENGALURU-INDORE,2016-03-01,1555.0
TOTAL/BENGALURU/BENGALURU-INDORE,2016-04-01,1788.0
TOTAL/BENGALURU/BENGALURU-INDORE,2016-05-01,2313.0
TOTAL/BENGALURU/BENGALURU-INDORE,2016-06-01,1509.0
TOTAL/BENGALURU/BENGALURU-INDORE,2016-07-01,1382.0
TOTAL/BENGALURU/BENGALURU-INDORE,2016-08-01,1371.0
TOTAL/BENGALURU/BENGALURU-INDORE,2016-09-01,1089.0
TOTAL/BENGALURU/BENGALURU-INDORE,2016-10-01,1641.0
TOTAL/BENGALURU/BENGALURU-INDORE,2016-11-01,2136.0
TOTAL/BENGALURU/BENGALURU-INDORE,2016-12-01,4770.0
TOTAL/BENGALURU/BENGALURU-INDORE,2017-01-01,5107.0
TOTAL/BENGALURU/BENGALURU-INDORE,2017-02-01,4710.0
TOTAL/BENGALURU/BENGALURU-INDORE,2017-03-01,4437.0
TOTAL/BENGALURU/BENGALURU-INDORE,2017-04-01,4307.0
TOTAL/BENGALURU/BENGALURU-INDORE,2017-05-01,4621.0
TOTAL/BENGALURU/BENGALURU-INDORE,2017-06-01,4630.0
TOTAL/BENGALURU/BENGALURU-INDORE,2017-07-01,3652.0
TOTAL/BENGALURU/BENGALURU-INDORE,2017-08-01,4298.0
TOTAL/BENGALURU/BENGALURU-INDORE,2017-09-01,4346.0
TOTAL/BENGALURU/BENGALURU-INDORE,2017-10-01,4844.0
TOTAL/BENGALURU/BENGALURU-INDORE,2017-11-01,4581.0
TOTAL/BENGALURU/BENGALURU-INDORE,2017-12-01,5552.0
TOTAL/BENGALURU/BENGALURU-INDORE,2018-01-01,4839.0
TOTAL/BENGALURU/BENGALURU-INDORE,2018-02-01,5666.0
TOTAL/BENGALURU/BENGALURU-INDORE,2018-03-01,10084.0
TOTAL/BENGALURU/BENGALURU-INDORE,2018-04-01,16914.0
TOTAL/BENGALURU/BENGALURU-INDORE,2018-05-01,12264.0
TOTAL/BENGALURU/BENGALURU-INDORE,2018-06-01,12749.0
TOTAL/BENGALURU/BENGALURU-INDORE,2018-07-01,19765.0
TOTAL/BENGALURU/BENGALURU-INDORE,2018-08-01,21937.0
TOTAL/BENGALURU/BENGALURU-INDORE,2018-09-01,17563.0
TOTAL/BENGALURU/BENGALURU-INDORE,2018-10-01,20055.0
TOTAL/BENGALURU/BENGALURU-INDORE,2018-11-01,22334.0
TOTAL/BENGALURU/BENGALURU-INDORE,2018-12-01,31189.0
TOTAL/BENGALURU/BENGALURU-INDORE,2019-01-01,29424.0
TOTAL/BENGALURU/BENGALURU-INDORE,2019-02-01,21445.0
TOTAL/BENGALURU/BENGALURU-INDORE,2019-03-01,24363.0
TOTAL/BENGALURU/BENGALURU-INDORE,2019-04-01,20632.0
TOTAL/BENGALURU/BENGALURU-INDORE,2019-05-01,19534.0
TOTAL/BENGALURU/BENGALURU-INDORE,2019-06-01,16422.0
TOTAL/BENGALURU/BENGALURU-INDORE,2019-07-01,14089.0
TOTAL/BENGALURU/BENGALURU-INDORE,2019-08-01,13935.0
TOTAL/BENGALURU/BENGALURU-INDORE,2019-09-01,14052.0
TOTAL/BENGALURU/BENGALURU-INDORE,2019-10-01,15567.0
TOTAL/BENGALURU/BENGALURU-INDORE,2019-11-01,14595.0
TOTAL/BENGALURU/BENGALURU-INDORE,2019-12-01,16141.0
TOTAL/BENGALURU/BENGALURU-INDORE,2020-01-01,15359.0
TOTAL/BENGALURU/BENGALURU-INDORE,2020-02-01,13662.0
TOTAL/BENGALURU/BENGALURU-INDORE,2020-03-01,9991.0
TOTAL/BENGALURU/BENGALURU-INDORE,2020-04-01,5160.0
TOTAL/BENGALURU/BENGALURU-INDORE,2020-05-01,329.0
TOTAL/BENGALURU/BENGALURU-INDORE,2020-06-01,2462.0
TOTAL/BENGALURU/BENGALURU-INDORE,2020-07-01,2734.0
TOTAL/BENGALURU/BENGALURU-INDORE,2020-08-01,3014.0
TOTAL/BENGALURU/BENGALURU-INDORE,2020-09-01,3469.0
TOTAL/BENGALURU/BENGALURU-INDORE,2020-10-01,5952.0
TOTAL/BENGALURU/BENGALURU-INDORE,2020-11-01,7619.0
TOTAL/BENGALURU/BENGALURU-INDORE,2020-12-01,6627.0
TOTAL/BENGALURU/BENGALURU-INDORE,2021-01-01,7590.0
TOTAL/BENGALURU/BENGALURU-INDORE,2021-02-01,8837.0
TOTAL/BENGALURU/BENGALURU-INDORE,2021-03-01,7583.0
TOTAL/BENGALURU/BENGALURU-INDORE,2021-04-01,4419.0
TOTAL/BENGALURU/BENGALURU-INDORE,2021-05-01,3533.5
TOTAL/BENGALURU/BENGALURU-INDORE,2021-06-01,2648.0
TOTAL/BENGALURU/BENGALURU-INDORE,2021-07-01,4395.0
TOTAL/BENGALURU/BENGALURU-INDORE,2021-08-01,6388.0
TOTAL/BENGALURU/BENGALURU-INDORE,2021-09-01,5343.0
TOTAL/BENGALURU/BENGALURU-INDORE,2021-10-01,8386.0
TOTAL/BENGALURU/BENGALURU-INDORE,2021-11-01,9380.0
TOTAL/BENGALURU/BENGALURU-INDORE,2021-12-01,12597.0
TOTAL/BENGALURU/BENGALURU-INDORE,2022-01-01,7316.0
TOTAL/BENGALURU/BENGALURU-INDORE,2022-02-01,6430.0
TOTAL/BENGALURU/BENGALURU-INDORE,2022-03-01,9083.0
TOTAL/BENGALURU/BENGALURU-INDORE,2022-04-01,9371.0
TOTAL/BENGALURU/BENGALURU-INDORE,2022-05-01,11321.0
TOTAL/BENGALURU/BENGALURU-INDORE,2022-06-01,12813.0
TOTAL/BENGALURU/BENGALURU-INDORE,2022-07-01,11340.0
TOTAL/BENGALURU/BENGALURU-INDORE,2022-08-01,13704.0
TOTAL/BENGALURU/BENGALURU-INDORE,2022-09-01,12761.0
TOTAL/BENGALURU/BENGALURU-INDORE,2022-10-01,12420.0
TOTAL/BENGALURU/BENGALURU-INDORE,2022-11-01,11302.0
TOTAL/BENGALURU/BENGALURU-INDORE,2022-12-01,12500.0
